anime_id,title,synopsis,main_pic,genres,combined_text
18227,Bakujuu Gasshin Ziguru Hazeru,"The anime is based on MegaHouse's line of Ziguru Hazeru (literally, ""Jiggle and Pop Out"") mecha toys that allow people to remove parts from the joints and add different parts in their place. In addition, if one combines together Hazeru Gokuu, Hazeru Sagojo, and Hazeru Hakkai, the resulting mecha will be Hazeru Seioh, allowing for users to combine their toys together.  The ZIGURUHAZERU animated series is based on the upcoming original toy line of the same name from MegaHouse, featuring cool robot toys modelled after characters from the famous Journey to the West tale.",https://cdn.myanimelist.net/images/anime/5/51759.jpg,Action|Mecha,"Title: Bakujuu Gasshin Ziguru Hazeru; Synopsis: The anime is based on MegaHouse's line of Ziguru Hazeru (literally, ""Jiggle and Pop Out"") mecha toys that allow people to remove parts from the joints and add different parts in their place. In addition, if one combines together Hazeru Gokuu, Hazeru Sagojo, and Hazeru Hakkai, the resulting mecha will be Hazeru Seioh, allowing for users to combine their toys together.  The ZIGURUHAZERU animated series is based on the upcoming original toy line of the same name from MegaHouse, featuring cool robot toys modelled after characters from the famous Journey to the West tale."
5374,Miracle! Mimika,"Himeno Mimika is a daughter of historical cook family. She goes to a cooking school, Miracle Academy which train cooks all over the world. Vying with rivals, she brings out her gift, and she grows up as a cook.  (Source: AnimeNfo)",https://cdn.myanimelist.net/images/anime/4/10993.jpg,Gourmet|Slice of Life|Kids,"Title: Miracle! Mimika; Synopsis: Himeno Mimika is a daughter of historical cook family. She goes to a cooking school, Miracle Academy which train cooks all over the world. Vying with rivals, she brings out her gift, and she grows up as a cook.  (Source: AnimeNfo)"
40273,Fuwa no go renkan,"Fuwa Beibei encounters the severely injured goddess, Athena. In order to help Athena regain strength, Beibei sets out to find a mysterious wooden box left by Coubertin in 1894, but the worrying thing is that Pixiu who injured his stomach from his glutinous eating habits heard this news too. He thought that this mysterious energy could not only cure his stomach, but also improve his magic, and such begins the journey through time and space of two spirits with different aims. After all the hardships, they found the sixth son of the dragon - Bixi, and after the two's efforts in passing his test, Bixi carries them along 100 years of Olympic history.",https://cdn.myanimelist.net/images/anime/1763/102677.jpg,Historical,"Title: Fuwa no go renkan; Synopsis: Fuwa Beibei encounters the severely injured goddess, Athena. In order to help Athena regain strength, Beibei sets out to find a mysterious wooden box left by Coubertin in 1894, but the worrying thing is that Pixiu who injured his stomach from his glutinous eating habits heard this news too. He thought that this mysterious energy could not only cure his stomach, but also improve his magic, and such begins the journey through time and space of two spirits with different aims. After all the hardships, they found the sixth son of the dragon - Bixi, and after the two's efforts in passing his test, Bixi carries them along 100 years of Olympic history."
41384,Norimono Man: Mobile Land no Car-kun,"The anime will depict various vehicles as characters in the ""Mobile Land"" island. The protagonist Car-kun arrives at the island as a delivery worker. Through his deliveries, he gets to know the residents of Mobile Land, all while following traffic rules and having his deliveries stopped by the meddling Sabibi.  (Source: ANN)",https://cdn.myanimelist.net/images/anime/1612/106288.jpg,Comedy|Slice of Life|Cars|Kids,"Title: Norimono Man: Mobile Land no Car-kun; Synopsis: The anime will depict various vehicles as characters in the ""Mobile Land"" island. The protagonist Car-kun arrives at the island as a delivery worker. Through his deliveries, he gets to know the residents of Mobile Land, all while following traffic rules and having his deliveries stopped by the meddling Sabibi.  (Source: ANN)"
48418,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou 2nd Season Part 2",Second half of .,https://cdn.myanimelist.net/images/anime/1421/113319.jpg,Action|Fantasy|Demons|School,"Title: Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou 2nd Season Part 2; Synopsis: Second half of ."
51119,Grisaia: Phantom Trigger the Animation (TV),.,https://cdn.myanimelist.net/images/anime/1579/121094.jpg,Action|School,Title: Grisaia: Phantom Trigger the Animation (TV); Synopsis: .
34928,Akindo Sei no Little Peso,.,https://cdn.myanimelist.net/images/anime/7/84307.jpg,Comedy|Sci-Fi,Title: Akindo Sei no Little Peso; Synopsis: .
48363,RPG Fudousan,"The story begins 15 years after the demon king was defeated and the world has become peaceful. Kotone, who graduated from school and became a magician, inquired about the kingdom-affiliated RPG Real Estate in order to find a new home. In reality, RPG Real Estate was Kotone's place of employment, and together with Fa, a demi-human, the priest Rufuria, and the soldier Rakira, they help support the searches of new homes for the customers with various circumstances.  (Source: MU, edited)",https://cdn.myanimelist.net/images/anime/1447/121183.jpg,Comedy|Fantasy|Slice of Life,"Title: RPG Fudousan; Synopsis: The story begins 15 years after the demon king was defeated and the world has become peaceful. Kotone, who graduated from school and became a magician, inquired about the kingdom-affiliated RPG Real Estate in order to find a new home. In reality, RPG Real Estate was Kotone's place of employment, and together with Fa, a demi-human, the priest Rufuria, and the soldier Rakira, they help support the searches of new homes for the customers with various circumstances.  (Source: MU, edited)"
45596,Kindan Joshi,.,https://cdn.myanimelist.net/images/anime/1102/111039.jpg,Comedy|Romance,Title: Kindan Joshi; Synopsis: .
49221,Kick & Slide,"The third generation of J SOUL BROTHERS from EXILE TRIBE is reimagined as 7 unique and diverse characters in ""KICK & SLIDE"". This is a slapstick story where the characters solve difficult cases!? and rare cases!? that occur in the colorful and pop vibrant city ""Nakame Town"" with dance and music.  (Source: Official website)",https://cdn.myanimelist.net/images/anime/1340/115899.jpg,Music|Kids,"Title: Kick & Slide; Synopsis: The third generation of J SOUL BROTHERS from EXILE TRIBE is reimagined as 7 unique and diverse characters in ""KICK & SLIDE"". This is a slapstick story where the characters solve difficult cases!? and rare cases!? that occur in the colorful and pop vibrant city ""Nakame Town"" with dance and music.  (Source: Official website)"
9781,Hyouga Senshi Gaislugger,A cyborg warrior from an ancient Antarctic kingdom awakes 30000 years later from an accidental hibernation to find the Earth changed and an old alien enemy on the verge of invasion. It's up to Guyslugger to use his ancient technology to defeat the aliens.  (Source: AniDB),https://cdn.myanimelist.net/images/anime/10/27078.jpg,Action|Sci-Fi|Mecha,Title: Hyouga Senshi Gaislugger; Synopsis: A cyborg warrior from an ancient Antarctic kingdom awakes 30000 years later from an accidental hibernation to find the Earth changed and an old alien enemy on the verge of invasion. It's up to Guyslugger to use his ancient technology to defeat the aliens.  (Source: AniDB)
48770,Hyper Positive Yogoremon,"The story centers on Otarou, a creature themed around dirt known as a yogoremon. It and other yogoremon ask the meaning of words and explain negative terms in positive ways.  (Source: ANN)",https://cdn.myanimelist.net/images/anime/1395/114474.jpg,Comedy,"Title: Hyper Positive Yogoremon; Synopsis: The story centers on Otarou, a creature themed around dirt known as a yogoremon. It and other yogoremon ask the meaning of words and explain negative terms in positive ways.  (Source: ANN)"
38525,Chuldong! Super Wings,"follows the adventures of an adorable jet plane named Jett who travels around the world delivering packages to children. On every delivery, Jett encounters new problems that he must solve with the help of his friends the ""Super Wings"": Dizzy, Jerome and Donnie. Together, the team explores different countries and learns the diversity of new cultures.  (Source: Official YouTube channel)",https://cdn.myanimelist.net/images/anime/1000/95652.jpg,Adventure|Cars|Kids,"Title: Chuldong! Super Wings; Synopsis: follows the adventures of an adorable jet plane named Jett who travels around the world delivering packages to children. On every delivery, Jett encounters new problems that he must solve with the help of his friends the ""Super Wings"": Dizzy, Jerome and Donnie. Together, the team explores different countries and learns the diversity of new cultures.  (Source: Official YouTube channel)"
37653,Caribadix 2nd Season,.,https://cdn.myanimelist.net/images/anime/1400/91641.jpg,Comedy|Music,Title: Caribadix 2nd Season; Synopsis: .
30605,Uwabaki Cook no Tekitou Uranai!,A collaboration shorts that aired as part of Yomiuri TV's morning program block.,https://cdn.myanimelist.net/images/anime/7/73542.jpg,Comedy,Title: Uwabaki Cook no Tekitou Uranai!; Synopsis: A collaboration shorts that aired as part of Yomiuri TV's morning program block.
42994,Jashin-chan Dropkick X,Third season of .,https://cdn.myanimelist.net/images/anime/1103/112205.jpg,Comedy|Supernatural,Title: Jashin-chan Dropkick X; Synopsis: Third season of .
50220,Isekai Shoukan wa Nidome desu,"There was once a man who was summoned to another world, and saved it. Of course, he became too popular there, and turned into an isekai-normie. However, that man fell into a ""trap"" and was forcibly returned to his original world. Moreover, he had to start over as a baby!  This is the story of the way-too-fantastic ex-hero who lived as a gloomy high-schooler, as he gets summoned once again to that same other world in a very unexpected development!  (Source: Coolmic, edited)",https://cdn.myanimelist.net/images/anime/1393/119039.jpg,Action|Adventure|Comedy|Fantasy|Romance|Harem,"Title: Isekai Shoukan wa Nidome desu; Synopsis: There was once a man who was summoned to another world, and saved it. Of course, he became too popular there, and turned into an isekai-normie. However, that man fell into a ""trap"" and was forcibly returned to his original world. Moreover, he had to start over as a baby!  This is the story of the way-too-fantastic ex-hero who lived as a gloomy high-schooler, as he gets summoned once again to that same other world in a very unexpected development!  (Source: Coolmic, edited)"
49920,Sai Er Hao Season 11: Liekong Canghai,.,https://cdn.myanimelist.net/images/anime/1599/118003.jpg,Kids,Title: Sai Er Hao Season 11: Liekong Canghai; Synopsis: .
5278,Totsugeki! Pappara-tai,"An elite soldier, whose nickname is God of Death, is transferred to another unit known as the PaPaRa Army. The PaPaRa Army is infamous for its elite but hilariously crazy members. There is no plot to speak of other than humour, hilarious brutality, and general nonsense. This is also Matsuzawa-sensei's debut work.",https://cdn.myanimelist.net/images/anime/4/89027.jpg,Action|Adventure|Comedy|Romance|Sci-Fi,"Title: Totsugeki! Pappara-tai; Synopsis: An elite soldier, whose nickname is God of Death, is transferred to another unit known as the PaPaRa Army. The PaPaRa Army is infamous for its elite but hilariously crazy members. There is no plot to speak of other than humour, hilarious brutality, and general nonsense. This is also Matsuzawa-sensei's debut work."
50631,"Komi-san wa, Comyushou desu. 2nd Season",Second season of .,https://cdn.myanimelist.net/images/anime/1108/121157.jpg,Comedy|Drama|Slice of Life|School|Shounen,"Title: Komi-san wa, Comyushou desu. 2nd Season; Synopsis: Second season of ."
39007,Kawauso Labo,.,https://cdn.myanimelist.net/images/anime/1458/98252.jpg,Comedy,Title: Kawauso Labo; Synopsis: .
41101,Poccolies,"The 2018 LINE sticker set Poccolies is inspiring a series of anime shorts. The story of the sticker set is that a positive and honest boy named Patsuhiko lives on Pokkori Island, along with the shrewd and mysterious Ham, and a reliable older brother figure named Kangaroo. The sticker set follows their daily lives.  (Source: ANN)",https://cdn.myanimelist.net/images/anime/1806/105533.jpg,Slice of Life|Kids,"Title: Poccolies; Synopsis: The 2018 LINE sticker set Poccolies is inspiring a series of anime shorts. The story of the sticker set is that a positive and honest boy named Patsuhiko lives on Pokkori Island, along with the shrewd and mysterious Ham, and a reliable older brother figure named Kangaroo. The sticker set follows their daily lives.  (Source: ANN)"
36002,Otona no Ikkyuu-san 2nd Season,The second season of .,https://cdn.myanimelist.net/images/anime/11/87008.jpg,Comedy|Historical,Title: Otona no Ikkyuu-san 2nd Season; Synopsis: The second season of .
17423,Pink Lady Monogatari: Eikou no Tenshi-tachi,"Based on the real life-story of Pink Lady, a female pop duo that rose to superstardom in the mid-1970's.  (Source: ANN)",https://cdn.myanimelist.net/images/anime/6/46585.jpg,Drama|Slice of Life|Music,"Title: Pink Lady Monogatari: Eikou no Tenshi-tachi; Synopsis: Based on the real life-story of Pink Lady, a female pop duo that rose to superstardom in the mid-1970's.  (Source: ANN)"
35108,Ninja Tamamaru: Toukaidou Gojuusan-ji,The third season of .,https://cdn.myanimelist.net/images/anime/7/84701.jpg,Martial Arts|Kids,Title: Ninja Tamamaru: Toukaidou Gojuusan-ji; Synopsis: The third season of .
27393,Kyuumei Senshi Nanosaver,"The third show in the Virtual Trilogy, a mix of anime and live action shots.  In the beginning of the 22nd century society advanced rapidly. Now even children are able to become real doctors, a task before that took two and a half decades to achieve. And nanomachines became prevalent to fight disease. Keita is a Nanosaver, a child doctor who uses the virtual world to apply life saving techniques by entering the body and treating the patients in a virtual medical station (VMS). As more and more patients are taken in, various mysterious are uncovered about them.  In the second half of the anime, a small Ethanarian alien and galactic federation is introduced.",https://cdn.myanimelist.net/images/anime/10/66495.jpg,Adventure|Shounen,"Title: Kyuumei Senshi Nanosaver; Synopsis: The third show in the Virtual Trilogy, a mix of anime and live action shots.  In the beginning of the 22nd century society advanced rapidly. Now even children are able to become real doctors, a task before that took two and a half decades to achieve. And nanomachines became prevalent to fight disease. Keita is a Nanosaver, a child doctor who uses the virtual world to apply life saving techniques by entering the body and treating the patients in a virtual medical station (VMS). As more and more patients are taken in, various mysterious are uncovered about them.  In the second half of the anime, a small Ethanarian alien and galactic federation is introduced."
2708,Wankorobee,.,https://cdn.myanimelist.net/images/anime/11/3647.jpg,Comedy|Fantasy|Kids,Title: Wankorobee; Synopsis: .
41440,"Anoyo no Subete wa, Obake-gumi!","The gag anime takes place at a school for youkai and other supernatural beings. A vampire named Rakuru transfers to the school from the West, and she tries to change the school as the class representative.",https://cdn.myanimelist.net/images/anime/1762/106451.jpg,Comedy|Supernatural,"Title: Anoyo no Subete wa, Obake-gumi!; Synopsis: The gag anime takes place at a school for youkai and other supernatural beings. A vampire named Rakuru transfers to the school from the West, and she tries to change the school as the class representative."
30151,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,"Fourth season of Kamiusagi Rope, events occur after the feature film. Airs on Mezamashi TV instead of the theaters.",https://cdn.myanimelist.net/images/anime/6/72182.jpg,Comedy|Slice of Life,"Title: Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?; Synopsis: Fourth season of Kamiusagi Rope, events occur after the feature film. Airs on Mezamashi TV instead of the theaters."
38136,Zhu Zhu Xia: Zhong Ji Jue Zhan - Qian Ye Pian,"A prequel TV series setting up for the feature film.  G.G. Bond's father while exploring ruins gets sucked into a dimension of evil through the Dark Gate. He is bestowed power and knowledge and becomes corrupted as the King of Darkness. Ancient monsters are sent through the cracks of the gate to attack G.G. Bond and his team as the 5 elemental powers are stronger than the King of Darkness. By weakening the team, only then can the King of Darkness forcibly open the gate to unless a reign of terror on the Fairy Tale world.",https://cdn.myanimelist.net/images/anime/1480/93363.jpg,Sci-Fi|Super Power|Kids,"Title: Zhu Zhu Xia: Zhong Ji Jue Zhan - Qian Ye Pian; Synopsis: A prequel TV series setting up for the feature film.  G.G. Bond's father while exploring ruins gets sucked into a dimension of evil through the Dark Gate. He is bestowed power and knowledge and becomes corrupted as the King of Darkness. Ancient monsters are sent through the cracks of the gate to attack G.G. Bond and his team as the 5 elemental powers are stronger than the King of Darkness. By weakening the team, only then can the King of Darkness forcibly open the gate to unless a reign of terror on the Fairy Tale world."
8025,Chi-Sui Maru,"The offensive and defensive battles between Nobuo, an office worker, and Chi-Sui Maru, a mosquito.",https://cdn.myanimelist.net/images/anime/3/87751.jpg,Comedy,"Title: Chi-Sui Maru; Synopsis: The offensive and defensive battles between Nobuo, an office worker, and Chi-Sui Maru, a mosquito."
32585,Telemonster,"Korean Animation about the monsters Eerie, Rock-G, Popo, and Yossi and the adventures they go on each day!",https://cdn.myanimelist.net/images/anime/7/78233.jpg,Adventure,"Title: Telemonster; Synopsis: Korean Animation about the monsters Eerie, Rock-G, Popo, and Yossi and the adventures they go on each day!"
35364,Kkoma Sinseon Tao,"This Korean and Chinese co-production series focuses on Tao, a young boy with magical powers, as he attends school to become a wizard. Each episode was composed of two stories.  (Source: Wiki)",https://cdn.myanimelist.net/images/anime/10/85156.jpg,Kids,"Title: Kkoma Sinseon Tao; Synopsis: This Korean and Chinese co-production series focuses on Tao, a young boy with magical powers, as he attends school to become a wizard. Each episode was composed of two stories.  (Source: Wiki)"
48413,Hataraku Maou-sama! 2nd Season,Second season of,https://cdn.myanimelist.net/images/anime/1543/120053.jpg,Comedy|Fantasy|Romance|Supernatural|Demons,Title: Hataraku Maou-sama! 2nd Season; Synopsis: Second season of
38857,Neko no Nyagh: Nya Misérables,"TV adaptation of Cocone Corporation's mobile puzzle game app.  Discover the adventures of the cat painter, Vincent van Meowogh who lives in a mansion in Paris surrounded by his quirky friends. Let's give him a spark of inspiration for his painting by completing puzzle stages, buy back the furniture and restore his home to its former glory!  (Source: ANN)",https://cdn.myanimelist.net/images/anime/1543/109596.jpg,Game|Kids,"Title: Neko no Nyagh: Nya Misérables; Synopsis: TV adaptation of Cocone Corporation's mobile puzzle game app.  Discover the adventures of the cat painter, Vincent van Meowogh who lives in a mansion in Paris surrounded by his quirky friends. Let's give him a spark of inspiration for his painting by completing puzzle stages, buy back the furniture and restore his home to its former glory!  (Source: ANN)"
50380,Paripi Koumei,"General of the Three Kingdoms, Kongming had struggled his whole life, facing countless battles that made him into the accomplished strategist he was. So on his deathbed, he wished only to be reborn into a peaceful world... and was sent straight to modern-day party-central, Tokyo! Can even a brilliant strategist like Kongming adapt to the wild beats and even wilder party people?!  (Source: Kodansha US, edited)",https://cdn.myanimelist.net/images/anime/1503/120548.jpg,Comedy,"Title: Paripi Koumei; Synopsis: General of the Three Kingdoms, Kongming had struggled his whole life, facing countless battles that made him into the accomplished strategist he was. So on his deathbed, he wished only to be reborn into a peaceful world... and was sent straight to modern-day party-central, Tokyo! Can even a brilliant strategist like Kongming adapt to the wild beats and even wilder party people?!  (Source: Kodansha US, edited)"
50346,Yofukashi no Uta,"Kou Yamori seems like a typical middle school student on the surface. Relatively good at studies and amiable with his classmates, he puts a lot of effort into maintaining this facade. One day, however, he decides to stop pretending and quits school, developing insomnia as a result of having no daytime outlet for his energy. When taking walks alone at night, he feels marginally better, though he is aware that his inability to sleep should be considered a serious problem.  On one such walk, Kou meets a weird girl, Nazuna Nanakusa, who diagnoses the cause of his sleeplessness: despite making changes in his life, he is still holding himself back from experiencing true freedom. She says that he won't be able to sleep unless he is satisfied with how he spends his waking hours. When it appears that she has resolved his current worries, Nazuna invites him back to her apartment to share her futon. After a while, unaware that he is only feigning unconsciousness, she leans over him—and bites his neck!  ",https://cdn.myanimelist.net/images/anime/1646/121002.jpg,Romance|Supernatural|Vampire|Shounen,"Title: Yofukashi no Uta; Synopsis: Kou Yamori seems like a typical middle school student on the surface. Relatively good at studies and amiable with his classmates, he puts a lot of effort into maintaining this facade. One day, however, he decides to stop pretending and quits school, developing insomnia as a result of having no daytime outlet for his energy. When taking walks alone at night, he feels marginally better, though he is aware that his inability to sleep should be considered a serious problem.  On one such walk, Kou meets a weird girl, Nazuna Nanakusa, who diagnoses the cause of his sleeplessness: despite making changes in his life, he is still holding himself back from experiencing true freedom. She says that he won't be able to sleep unless he is satisfied with how he spends his waking hours. When it appears that she has resolved his current worries, Nazuna invites him back to her apartment to share her futon. After a while, unaware that he is only feigning unconsciousness, she leans over him—and bites his neck!  "
37117,Bakutsuri Bar Hunter,.,https://cdn.myanimelist.net/images/anime/1043/94347.jpg,Adventure|Kids,Title: Bakutsuri Bar Hunter; Synopsis: .
49556,Love All Play,"Ryou Mizushima enrolls in junior high and joins the badminton club with great vigor. Although the club didn't have a proper coach, Mizushima improved his skills with his own physical strength by the time he participated in the prefectural tournament. Afterwards, he is approached by the Yokohama Minato High School's badminton coach, Ebihara.  Indecisive and timid, Mizushima hesitates to attend such a prestigious school. However, with his elder sister Rika giving him a strong push, he decides to go to Yokohama Minato. Now blessed with a coach and idiosyncratic teammates, Mizushima will gain experience he's lacked till now, and aims to win the inter-high tournament.  (Source: MAL News)",https://cdn.myanimelist.net/images/anime/1346/120869.jpg,Sports,"Title: Love All Play; Synopsis: Ryou Mizushima enrolls in junior high and joins the badminton club with great vigor. Although the club didn't have a proper coach, Mizushima improved his skills with his own physical strength by the time he participated in the prefectural tournament. Afterwards, he is approached by the Yokohama Minato High School's badminton coach, Ebihara.  Indecisive and timid, Mizushima hesitates to attend such a prestigious school. However, with his elder sister Rika giving him a strong push, he decides to go to Yokohama Minato. Now blessed with a coach and idiosyncratic teammates, Mizushima will gain experience he's lacked till now, and aims to win the inter-high tournament.  (Source: MAL News)"
49184,Gunma-chan,"An anime series based on the Gunma Prefecture mascot character, Gunma-chan.  (Source: Anilist)",https://cdn.myanimelist.net/images/anime/1641/118985.jpg,Slice of Life,"Title: Gunma-chan; Synopsis: An anime series based on the Gunma Prefecture mascot character, Gunma-chan.  (Source: Anilist)"
34309,Nananin no Ayakashi: Chimi Chimi Mouryou!! Gendai Monogatari,"This show consists of shorts starring 7 characters created and voiced by the voice actors of the variety show ""Seiyuu Danshi desu ga...?"". The anime will be a slapstick comedy that follows seven spirits that come to the modern world.  (Source: ANN)",https://cdn.myanimelist.net/images/anime/8/82618.jpg,Comedy|Supernatural,"Title: Nananin no Ayakashi: Chimi Chimi Mouryou!! Gendai Monogatari; Synopsis: This show consists of shorts starring 7 characters created and voiced by the voice actors of the variety show ""Seiyuu Danshi desu ga...?"". The anime will be a slapstick comedy that follows seven spirits that come to the modern world.  (Source: ANN)"
42144,Jingju Mao Zhi Xinnian de Maoxian,Second season of .,https://cdn.myanimelist.net/images/anime/1675/107855.jpg,Action|Adventure|Comedy|Fantasy|Kids,Title: Jingju Mao Zhi Xinnian de Maoxian; Synopsis: Second season of .
35920,Hello Jadoo,"Hello Jadoo is a South-Korean TV show about a girl named Choi Jadoo who is a very free-spirited girl. In every episode, she would always get into drama, whether it was with her parents or school. At the same time, she meets new people and she tries to solve problems occurring.",https://cdn.myanimelist.net/images/anime/8/86812.jpg,Slice of Life,"Title: Hello Jadoo; Synopsis: Hello Jadoo is a South-Korean TV show about a girl named Choi Jadoo who is a very free-spirited girl. In every episode, she would always get into drama, whether it was with her parents or school. At the same time, she meets new people and she tries to solve problems occurring."
